userid,uniqueID,gender,age,consumption,shopping,occupation
1051,\75631,1,23,1,2,1
1052,Q6569256,0,17,1,2,2
1053,F7745087,0,15,2,2,1
1054,U7721838,0,22,3,3,2
1055,Z6244897,1,18,1,2,2
1056,D9088645,1,22,3,1,2
1057,J8081915,0,25,2,3,1
1058,Y8091930,1,20,1,1,2
1059,N8475415,1,20,3,1,2
1060,=8576755,0,22,2,1,2
1061,@747722,0,21,1,1,1
1062,R9447773,1,23,1,3,2
1063,V6281199,0,15,1,1,1
1064,N7831230,1,22,2,3,2
1065,L6392068,0,23,3,2,1
1066,U8516309,1,21,1,1,1
1067,J7412944,0,22,2,3,2
1068,A6332304,1,25,3,3,2
1069,M8093145,0,24,2,2,2
1070,D9477657,0,16,1,3,2
1071,X8594138,0,21,2,1,2
1072,[9290871,0,15,2,3,2
1073,S8463954,0,21,3,1,2
1074,<7457313,0,15,2,3,2
1075,?8229309,0,23,2,2,1
1076,E8273630,1,19,2,1,2
1077,]6873559,0,20,2,2,1
1078,A8240943,1,15,2,1,1
1079,_7698241,1,19,3,3,2
1080,I6556066,1,24,1,2,1
1081,P6528237,1,16,1,3,2
1082,^815144,0,21,1,1,2
1083,F9441503,1,23,2,1,1
1084,[9189088,0,16,1,3,1
1085,X8442230,0,20,1,2,1
1086,N655394,1,24,2,2,2
1087,K6378111,0,24,3,1,1
1088,V6056503,0,22,2,1,2
1089,=7658083,0,24,2,3,1
1090,A6325001,1,20,3,2,1
1091,X8282611,0,17,2,3,2
1092,=6453205,0,15,1,2,1
1093,^7046846,0,21,2,1,1
1094,Y6157026,0,23,1,1,2
1095,N7954430,1,25,2,3,1
1096,V6327466,1,25,3,1,2
1097,G7637768,1,22,2,1,2
1098,_6671074,0,17,2,1,2
1099,W7864193,0,21,3,3,1
1100,Q7599219,0,16,3,1,2
1101,F7827991,0,20,2,1,2
1102,S774737,1,16,3,1,1
1103,B7540951,0,25,2,1,2
1104,\8199683,0,23,2,2,2
1105,E898578,0,16,3,3,2
1106,Z9317130,0,18,1,1,2
1107,I7279586,0,19,2,1,1
1108,=7864413,0,17,3,2,2
1109,=8613963,0,20,3,1,2
1110,I7650293,1,25,3,2,2
1111,=7299688,1,22,1,2,2
1112,\8264522,0,19,3,3,1
1113,[6356742,1,19,3,3,1
1114,B7158399,0,15,3,3,1
1115,B7769224,0,18,1,2,1
1116,N8267239,0,20,1,3,2
1117,R8948632,1,23,3,2,2
1118,D8892781,0,19,2,1,2
1119,I9027189,1,16,1,2,1
1120,A6585404,1,19,1,2,1
1121,@8731757,0,25,3,2,2
1122,_8365401,0,18,3,3,2
1123,>6091665,1,19,2,1,1
1124,M833888,1,20,1,3,1
1125,X6153299,1,15,2,1,1
1126,H7456957,0,17,2,1,1
1127,^6927969,0,16,2,3,2
1128,W7356086,1,21,3,1,1
1129,C947869,0,23,3,3,2
1130,H6791805,0,20,3,1,1
1131,J6371360,0,18,1,3,2
1132,Q8672737,0,16,1,2,1
1133,M6148313,0,25,1,2,2
1134,Q9163449,0,24,3,1,2
1135,_9559832,0,25,1,2,2
1136,R8726435,0,21,3,1,2
1137,_6328857,1,21,3,1,1
1138,D7967571,1,24,3,1,1
1139,S7717101,1,21,2,1,1
1140,F8564504,0,16,1,1,1
1141,J8086263,1,21,3,3,2
1142,M6682985,1,22,1,2,1
1143,W6956296,0,18,3,1,2
1144,X6345396,1,20,1,1,1
1145,P8898804,1,22,3,2,2
1146,H6430340,0,21,2,3,2
1147,]6431758,0,23,3,2,2
1148,Z6375968,1,21,3,1,1
1149,Z9472736,1,20,2,1,2
1150,@6540464,1,22,2,3,1
1151,G6359524,1,20,3,1,2
1152,Q7593522,0,22,2,2,2
1153,V737961,0,24,2,3,1
1154,@7575170,1,21,2,3,1
1155,[8758255,1,22,1,2,1
1156,[6735446,0,18,1,3,2
1157,J8075218,0,15,2,1,1
1158,F8260987,0,25,3,2,1
1159,E9221401,0,21,2,2,1
1160,@833219,1,16,2,1,1
1161,T756347,1,18,3,1,1
1162,Y7426923,0,22,3,2,1
1163,_7931073,1,16,3,3,1
1164,Z7848541,0,16,3,1,1
1165,S8547382,0,22,1,1,2
1166,?6775418,1,23,1,2,2
1167,?6854426,1,20,1,1,1
1168,<6889025,1,18,2,3,1
1169,>8366028,0,24,3,1,2
1170,T8163367,0,19,3,1,1
1171,O7528574,1,15,1,3,1
1172,Y911278,0,21,3,1,2
1173,X8218878,0,21,1,3,2
1174,Q6926031,1,21,3,3,2
1175,@8240909,0,19,2,3,2
1176,[9338435,1,25,3,3,2
1177,H7493375,0,22,2,1,1
1178,G7745532,1,17,3,1,2
1179,D6546472,0,22,3,2,2
1180,G8579527,0,15,1,2,1
1181,]8727536,0,18,1,1,2
1182,P8039686,0,18,1,1,2
1183,R6631474,0,24,3,2,2
1184,F6632323,0,18,2,2,1
1185,J7680989,0,21,1,1,1
1186,W8732146,1,16,3,3,2
1187,H7836709,1,24,3,1,1
1188,M7292347,0,23,2,2,1
1189,L7594828,1,22,3,1,2
1190,<8860817,1,23,2,2,2
1191,\9091631,0,15,2,3,1
1192,V9097035,1,15,2,1,1
1193,]8613152,0,19,1,1,1
1194,<7484332,0,25,2,1,2
1195,O6681808,0,19,3,2,1
1196,U777425,0,24,3,2,1
1197,T6570962,0,20,3,3,1
1198,Q8159934,1,23,1,3,1
1199,F6178358,0,19,2,1,2
1200,S948855,1,22,2,3,1
1201,\7962936,1,17,1,2,1
1202,>6389144,1,24,2,2,2
1203,_74311,0,23,2,2,1
1204,C6335779,1,21,3,2,2
1205,[91107,0,24,3,1,1
1206,N9460182,1,17,1,2,2
1207,K7453400,1,19,3,2,2
1208,P7198561,0,18,2,3,1
1209,K9445673,1,20,3,1,2
1210,O7255783,0,24,2,2,1
1211,M841614,1,15,2,2,2
1212,U6626550,0,23,2,2,1
1213,<8082861,0,23,3,3,1
1214,V7348682,1,24,1,1,1
1215,A9066982,1,24,1,1,1
1216,V7132031,0,16,2,3,1
1217,D8915579,0,17,2,2,1
1218,P6064599,1,19,3,1,1
1219,C6537474,0,22,1,2,2
1220,N7955515,0,17,3,1,1
1221,?8637317,1,16,3,3,2
1222,\8664177,0,15,3,2,1
1223,^8868604,1,23,1,1,1
1224,D7360455,0,17,3,1,1
1225,B7321185,0,17,1,2,2
1226,H7472988,0,17,1,2,2
1227,Y6117946,1,21,2,1,2
1228,E7520078,0,18,3,2,1
1229,>6182686,1,20,2,3,2
1230,V9278149,1,15,3,1,1
1231,]9127240,0,22,3,2,2
1232,]7767877,1,25,3,3,1
1233,G6757203,1,16,2,2,2
1234,[617046,0,20,1,3,1
1235,F8087459,0,18,3,2,2
1236,=7074437,1,19,3,1,2
1237,?71193,1,23,2,2,1
1238,J8710861,1,19,1,1,1
1239,K8968578,1,25,3,2,2
1240,]6860460,0,16,2,2,2
1241,F8576645,0,22,2,1,2
1242,L8693314,0,25,3,1,2
1243,P7381855,1,20,1,1,1
1244,@7867316,1,18,3,3,2
1245,G6643637,0,25,3,1,1
1246,N9448963,1,19,1,1,2
1247,=9262273,1,25,3,2,2
1248,Y6072556,1,20,1,1,1
1249,=7751876,1,20,3,3,1
1250,_8611340,0,23,1,1,1
1251,<949455,1,20,2,2,2
1252,E7965735,0,17,1,3,2
1253,@634494,0,21,3,2,1
1254,B7457666,1,21,3,3,1
1255,O9015287,1,21,3,1,2
1256,A7587023,1,20,1,1,1
1257,Q9098250,0,23,1,3,2
1258,L8668157,1,19,3,1,1
1259,D9027606,0,17,1,3,2
1260,Z6177230,1,15,2,1,2
1261,L6554105,1,17,1,2,1
1262,I842350,0,24,1,1,1
1263,=6154950,1,21,1,1,2
1264,J8992716,1,16,1,3,2
1265,X6699575,1,21,1,1,1
1266,W7528324,0,24,3,1,2
1267,P899535,1,20,2,2,1
1268,D865064,1,24,3,1,2
1269,X6417464,0,17,2,2,1
1270,\8922788,1,18,3,1,2
1271,?819162,0,18,1,3,1
1272,H9227451,1,21,1,2,2
1273,N9397806,1,20,1,2,1
1274,=8149391,1,24,2,3,1
1275,S8920118,0,19,2,3,2
1276,R6096689,0,21,2,1,2
1277,Y6751814,1,21,1,1,1
1278,M8426881,0,23,2,3,1
1279,>8214720,1,24,2,3,2
1280,I8079013,0,19,2,1,2
1281,[7537056,0,21,3,3,1
1282,_625807,0,23,2,1,1
1283,Q8447134,1,25,3,3,1
1284,W6272839,1,19,2,1,2
1285,<6533911,1,19,1,3,1
1286,D8294447,1,23,1,2,1
1287,X8213337,1,16,2,2,1
1288,L7243566,1,25,3,1,2
1289,E8374375,1,23,2,1,1
1290,Z942741,0,25,1,2,2
1291,Y6856861,1,18,3,2,1
1292,K7144678,0,16,3,2,1
1293,J8879701,0,18,3,3,1
1294,U809511,1,22,3,2,2
1295,W8815893,0,25,1,1,1
1296,I7162168,1,24,2,1,1
1297,?9397338,1,22,1,3,1
1298,C9411211,1,23,2,2,1
1299,H7069233,0,24,1,1,2
1300,Y8657724,1,18,2,3,2
1301,P6449749,1,19,1,2,1
1302,L8860769,1,17,1,2,2
1303,P6543432,0,17,3,2,2
1304,\6986122,0,15,3,1,1
1305,<9210549,1,21,2,1,2
1306,S9277349,1,16,2,2,1
1307,M8272671,1,19,3,3,1
1308,[8321325,0,22,2,2,1
1309,F7914586,0,25,1,1,2
1310,K7580062,1,22,3,2,1
1311,A9576993,0,24,1,3,1
1312,_7842198,1,20,3,2,2
1313,W8480438,1,17,1,2,1
1314,\7686117,1,22,1,1,2
1315,\9423261,1,17,1,2,2
1316,L839259,1,23,3,2,2
1317,S9482770,0,21,1,1,1
1318,]947337,1,22,3,3,2
1319,Q8673640,0,19,3,3,2
1320,M7496415,1,22,2,1,2
1321,N7553314,1,15,1,2,2
1322,_9582775,0,25,2,1,2
1323,R7198020,1,15,3,3,2
1324,Q9142887,0,20,3,1,1
1325,S7717394,0,16,1,2,2
1326,]80912,1,22,3,2,1
1327,\6131134,1,22,1,1,1
1328,[6140373,0,25,3,1,2
1329,C6182313,0,16,3,3,2
1330,T8682470,1,16,1,1,1
1331,M9198300,0,22,2,2,2
1332,V9191676,1,18,2,1,2
1333,_8290768,0,20,3,1,2
1334,X9534867,1,20,1,1,1
1335,D698757,1,18,3,1,2
1336,R9245952,0,25,3,1,1
1337,M6430333,1,23,1,2,1
1338,A9121574,1,21,1,2,1
1339,X7221204,1,15,1,3,2
1340,B8351865,0,21,3,1,1
1341,I7056564,1,15,1,3,1
1342,Y6449317,1,15,3,1,2
1343,[7536776,0,20,2,1,1
1344,Z9564153,1,17,2,1,1
1345,R8034760,1,19,1,2,1
1346,R7529904,1,25,3,1,2
1347,\6145718,0,24,2,1,2
1348,G9088460,0,23,2,1,2
1349,<9136799,0,23,2,2,2
1350,G9445953,1,25,2,3,2
1351,@8371821,0,23,2,3,1
1352,[8563917,0,19,3,1,1
1353,M6649922,1,21,3,1,1
1354,L8229113,1,20,3,2,2
1355,D763390,0,20,2,1,1
1356,S8852367,1,15,1,3,1
1357,B8953105,0,21,3,2,1
1358,Y9545743,0,18,1,3,1
1359,T9480501,1,16,3,2,2
1360,U6635057,1,23,1,3,2
1361,G884321,1,23,2,3,2
1362,Y7085110,0,24,3,1,1
1363,@9526793,1,21,2,1,2
1364,>636194,1,16,3,2,2
1365,K6451596,0,25,1,2,2
1366,V7850439,0,24,3,2,1
1367,@9558892,1,19,1,1,2
1368,L943098,0,19,3,3,2
1369,[8936845,0,15,1,1,2
1370,A8770270,1,25,3,3,2
1371,^6297975,0,23,2,1,1
1372,Q7621100,1,15,1,1,1
1373,B8097842,1,22,3,1,1
1374,V8274632,1,20,1,3,2
1375,S8420265,0,25,2,1,2
1376,C7629100,1,24,1,3,1
1377,N711439,1,21,3,2,1
1378,]9113328,0,16,1,2,1
1379,\8940269,1,15,3,3,2
1380,A8629449,1,24,3,2,2
1381,@8743808,1,25,2,3,2
1382,O7840349,0,17,1,2,1
1383,D768437,0,22,2,2,1
1384,=7392608,1,16,3,1,2
1385,Z9552102,1,23,3,2,1
1386,G6642370,0,18,1,3,2
1387,O6523311,0,19,1,2,1
1388,Y7843519,0,20,2,2,1
1389,=7991508,0,23,2,3,2
1390,X7050476,1,15,3,2,2
1391,\6419274,0,19,1,1,1
1392,[9180564,1,24,3,3,2
1393,E8149130,0,16,2,2,2
1394,^9350085,0,25,2,2,2
1395,G8377707,1,21,3,2,1
1396,I7676461,0,21,2,1,1
1397,C886805,1,20,2,2,1
1398,G9583759,0,22,2,3,1
1399,Q8037561,0,17,1,1,2
1400,X8230064,1,16,2,1,1
1401,Q8348036,0,25,3,3,1
1402,S7934600,0,19,2,2,1
1403,]8937834,0,17,3,3,2
1404,N8225801,0,15,1,1,1
1405,X9256429,1,23,2,2,2
1406,<9277227,1,17,1,3,2
1407,X9421836,1,21,2,3,2
1408,V7798548,0,17,3,2,1
1409,B9161600,1,25,2,2,1
1410,A7096253,0,15,1,3,2
1411,]9157567,1,20,3,2,2
1412,_754552,1,20,1,2,1
1413,K6373009,0,25,1,1,1
1414,>8188118,0,22,2,1,1
1415,E6894340,1,17,3,1,1
1416,O9459667,1,19,1,3,1
1417,[937832,0,21,3,2,2
1418,_8094560,1,23,3,3,2
1419,\7370467,0,18,3,2,1
1420,=6631567,0,24,2,2,2
1421,_6370850,0,24,2,1,2
1422,A7752612,1,23,1,2,2
1423,G8919436,0,20,2,1,1
1424,@6746143,1,25,1,1,1
1425,@6382273,0,21,2,3,1
1426,\6493562,1,25,3,1,2
1427,J9187479,0,23,1,3,2
1428,L8415737,0,24,1,3,1
1429,]8565979,0,25,1,2,2
1430,=6982209,1,23,2,1,2
1431,D6075802,1,18,3,2,2
1432,A8190137,0,23,3,2,1
1433,K8919837,1,17,3,2,1
1434,[9551399,0,23,3,1,2
1435,L8553321,0,20,1,3,2
1436,G7494539,1,15,3,2,1
1437,K8675658,0,15,2,3,2
1438,P7065791,0,19,1,1,2
1439,>7758089,0,18,1,3,1
1440,F6032584,0,20,2,2,2
1441,W9132080,1,25,2,3,2
1442,?8332113,0,18,3,3,2
1443,T935753,1,17,1,2,1
1444,=6413775,0,15,2,2,1
1445,B8798729,1,20,1,1,1
1446,=6867671,0,16,2,3,2
1447,?7761812,0,24,2,3,1
1448,>7099247,0,19,2,2,1
1449,X6036966,0,25,1,2,2
1450,_7244886,1,23,3,1,1
1451,E638172,1,18,1,3,2
1452,S6056551,1,16,2,1,1
1453,S623046,1,18,3,2,1
1454,O7639909,0,15,1,3,1
1455,A7736911,1,20,1,3,2
1456,^7768629,1,22,2,3,2
1457,=7016941,0,24,3,2,1
1458,<7539470,0,24,3,1,1
1459,<6450270,0,23,1,3,1
1460,A7460506,0,22,3,3,2
1461,D8470404,0,20,3,3,1
1462,H7789446,1,19,3,3,1
1463,_7915497,1,16,1,1,1
1464,@9476712,0,16,1,1,1
1465,>6370441,1,18,3,2,2
1466,G6612162,1,19,1,1,1
1467,M8436539,0,15,3,2,2
1468,H6680273,0,15,2,3,2
1469,M6577270,0,23,1,3,2
1470,\6768098,0,25,3,1,1
1471,J9147171,0,21,3,1,1
1472,^8134625,0,25,1,3,2
1473,S9545614,0,21,2,3,1
1474,A621838,1,19,2,3,2
1475,E847419,0,16,2,1,1
1476,Q6783333,0,16,1,2,2
1477,F879380,1,25,1,1,2
1478,_7975596,1,18,3,3,1
1479,H9099083,0,19,2,3,2
1480,J6954878,1,25,3,1,1
1481,B8568605,1,22,2,1,2
1482,I7480228,1,16,3,1,2
1483,^9563531,0,18,3,2,1
1484,Q6188409,0,19,1,1,1
1485,X7138752,1,24,3,1,2
1486,U8994276,1,25,2,1,1
1487,^793067,1,19,3,2,1
1488,R8611085,0,16,2,3,2
1489,F937049,0,22,3,2,1
1490,H7566020,1,20,2,3,2
1491,A6787815,1,24,2,1,2
1492,Q7282592,0,25,2,2,2
1493,O6714032,0,21,3,3,1
1494,Q7595845,1,21,1,1,2
1495,R7456671,0,23,2,3,1
1496,O6977373,1,18,1,1,1
1497,Y7630271,1,25,1,3,2
1498,@9216014,0,18,1,3,1
1499,Z7384702,0,21,1,1,1
1500,C7477406,1,16,3,3,1
1501,=9338773,0,24,3,1,1
1502,D9587588,1,21,2,3,1
1503,W7312770,1,22,2,2,1
1504,G6422760,0,20,3,2,1
1505,\7657087,0,16,2,2,1
1506,U6574066,0,18,3,3,1
1507,T8082254,1,20,1,3,1
1508,M8289559,0,17,2,3,1
1509,F7340916,0,22,2,3,1
1510,W7089786,0,19,2,3,1
1511,<6111619,1,19,1,2,1
1512,Y6455744,1,15,3,3,1
1513,_762950,1,22,1,1,1
1514,_7581688,1,19,1,2,2
1515,H7466772,1,17,3,2,1
1516,T6556925,1,17,1,3,2
1517,_9357913,1,18,2,2,2
1518,K9361151,1,19,3,1,2
1519,U7541202,1,21,3,1,2
1520,R7445325,0,19,2,1,1
1521,W6665883,1,24,2,3,1
1522,D6178498,0,20,2,1,1
1523,R7244658,1,21,3,2,2
1524,O9424956,0,16,2,3,2
1525,H8189825,0,18,2,2,2
1526,]6113818,0,25,3,2,2
1527,D6431171,1,17,2,2,2
1528,^8963566,0,18,2,1,2
1529,J8915912,0,15,2,1,1
1530,Q8048443,1,15,1,1,2
1531,A6751658,0,18,1,3,1
1532,@8664632,1,18,2,2,1
1533,N8895978,1,18,3,3,2
1534,G6084934,1,22,1,1,2
1535,M8613382,1,16,1,3,2
1536,\8324955,1,18,1,3,1
1537,P9474066,1,24,3,2,1
1538,Y7089927,1,17,1,3,1
1539,A6354455,1,20,2,3,1
1540,G847385,0,21,2,3,1
1541,T7136459,0,16,1,2,2
1542,U8157144,0,19,1,1,1
1543,@666785,0,16,1,2,1
1544,P9119037,0,25,1,3,2
1545,G8297924,0,22,2,3,1
1546,H6215121,1,19,3,3,1
1547,\8614264,0,24,2,1,1
1548,F716552,0,24,1,3,1
1549,F8284481,0,19,2,1,1
1550,[6143049,0,16,1,2,1
1551,A938700,0,25,1,2,2
1552,D7760615,1,19,3,1,2
1553,K859418,1,24,2,2,2
1554,A956141,1,23,3,3,2
1555,N737450,0,25,2,3,2
1556,>6362763,1,18,2,3,2
1557,L7861766,0,21,2,2,1
1558,U6977703,1,19,3,3,2
1559,H8699914,1,22,2,3,1
1560,F684838,1,18,2,2,2
1561,C9330024,1,20,3,3,2
1562,>7284619,0,21,1,3,2
1563,?9123489,0,19,2,1,1
1564,V6872242,1,19,1,2,1
1565,U9571105,1,23,3,2,1
1566,<6284473,1,25,1,1,1
1567,R9096562,0,25,1,2,2
1568,]8399741,0,18,3,1,2
1569,P7912705,0,17,2,2,1
1570,<7172298,1,24,3,1,2
1571,\6684525,0,18,1,1,1
1572,R9183895,1,25,1,2,2
1573,F8129601,0,16,1,3,1
1574,=866262,0,25,1,2,1
1575,\634982,0,25,3,2,2
1576,V6076387,0,22,2,1,2
1577,]7682073,0,17,1,2,1
1578,K6246933,0,23,2,1,2
1579,O8757094,1,25,2,2,1
1580,?9376418,1,19,1,1,1
1581,N7826816,1,19,1,3,2
1582,^9118983,0,18,1,2,2
1583,K8363163,0,17,2,2,1
1584,J8596340,1,23,2,1,2
1585,F8024010,1,19,1,1,1
1586,N8624077,0,15,3,1,1
1587,D7650034,1,18,1,1,1
1588,N6390129,1,21,1,1,1
1589,V8260452,1,21,2,1,1
1590,_6269837,0,16,3,1,2
1591,[7376515,0,19,3,3,2
1592,Y728053,0,17,3,1,2
1593,U8885735,1,23,1,2,2
1594,>7317881,1,21,3,1,2
1595,W8719881,0,20,3,2,1
1596,?6674716,1,18,2,3,1
1597,\9424868,1,18,3,2,2
1598,W945921,0,19,2,2,1
1599,W6678337,1,19,1,1,1
1600,K6882071,1,19,2,3,2
1601,N9578128,1,19,1,1,1
1602,O7460639,1,18,3,3,2
1603,E9227234,1,24,1,1,1
1604,P9537864,0,17,1,1,2
1605,A6253486,0,23,1,2,2
1606,P7585180,0,22,3,1,2
1607,[6874664,0,24,1,1,2
1608,E7426266,0,20,3,2,1
1609,R8390643,0,22,3,3,2
1610,<8585462,1,24,2,1,2
1611,B8115135,1,24,3,2,1
1612,C885797,0,24,2,3,2
1613,G9342452,0,16,2,1,1
1614,A7088269,1,22,1,3,2
1615,X8754720,0,23,1,1,1
1616,^61455,1,23,3,1,2
1617,L9260264,0,23,1,3,2
1618,B691049,0,17,3,2,2
1619,N893497,0,25,3,3,2
1620,O6531037,0,17,1,3,2
1621,Z825061,1,15,2,1,2
1622,F8870094,0,21,1,3,1
1623,T6774589,0,20,2,1,1
1624,E6681984,1,19,2,1,2
1625,=9056295,1,17,3,1,1
1626,L7712803,1,15,2,3,2
1627,H6320175,1,15,2,1,1
1628,W868184,1,23,3,1,2
1629,J7434337,1,23,2,2,2
1630,P7520559,0,20,2,1,2
1631,^9346906,0,16,2,2,2
1632,G9453458,0,22,2,3,2
1633,=7570884,1,22,3,2,2
1634,S7070702,1,25,3,1,2
1635,U7413366,0,20,3,3,1
1636,K8582459,0,25,2,3,2
1637,L8774758,0,23,2,3,1
1638,S6924712,0,15,1,1,1
1639,P7893127,0,21,3,1,2
1640,H8110163,1,24,3,3,2
1641,C9028225,1,17,2,2,2
1642,<7946630,1,22,3,3,1
1643,P7714976,1,20,1,3,2
1644,Q8863158,0,25,1,2,2
1645,^7928751,0,16,3,3,1
1646,M7439992,1,17,3,1,2
1647,Z6442209,0,19,3,1,2
1648,[7812007,0,24,1,3,1
1649,L7751079,0,21,3,3,1
1650,Y8171013,0,24,1,1,2
1651,Y9150398,0,20,3,2,2
1652,U8875333,0,18,1,3,2
1653,R7349285,0,17,1,1,2
1654,Y8131605,1,19,2,1,2
1655,?7581126,1,18,3,3,1
1656,J7326777,0,23,3,2,2
1657,=6249217,1,19,3,3,1
1658,C6084034,0,22,2,2,1
1659,>8914389,0,15,2,2,1
1660,J6812666,1,20,2,2,2
1661,>8095667,0,24,1,1,1
1662,_6633291,1,23,1,1,2
1663,\6092110,0,17,3,3,2
1664,>7837882,0,25,2,2,2
1665,E9517077,1,19,2,1,1
1666,I8279212,0,16,3,2,1
1667,Q6457434,1,21,1,1,1
1668,A6274822,0,24,1,3,1
1669,]6052392,1,24,3,2,2
1670,E6925354,1,20,2,3,2
1671,B7731668,0,22,3,3,1
1672,^6614942,0,20,3,3,2
1673,F7455284,1,20,2,1,1
1674,I7344664,1,19,3,3,2
1675,E6753937,1,23,2,1,1
1676,O742199,0,15,3,1,2
1677,=8937617,0,16,2,1,2
1678,T8346361,0,19,3,2,1
1679,W8135132,0,15,1,1,2
1680,<6469932,0,20,1,3,2
1681,[8254767,0,15,2,2,2
1682,V6530902,0,18,2,3,2
1683,^7445275,1,15,3,2,1
1684,\8040596,1,17,3,2,1
1685,D7153256,0,24,1,3,1
1686,N7780751,0,19,1,3,2
1687,]8654344,0,18,3,3,2
1688,Q8347694,1,21,3,2,2
1689,I846191,1,19,1,3,1
1690,?8899710,1,19,3,1,2
1691,M6479215,1,16,2,1,2
1692,M7199883,0,25,3,2,1
1693,O8751811,0,23,1,1,2
1694,R7388787,0,24,3,2,2
1695,J7659875,1,25,2,1,1
1696,H6122377,1,22,3,3,2
1697,M9524274,0,19,2,1,1
1698,G7933525,0,17,1,3,1
1699,U6689972,1,25,3,1,2
1700,\7889229,0,19,2,1,1
1701,A6321493,1,18,3,1,2
1702,O6170763,1,22,2,2,1
1703,S6165929,0,23,1,3,2
1704,Q7899468,0,21,1,1,1
1705,[86755,1,16,1,3,2
1706,X778408,1,15,3,3,1
1707,<7888552,0,19,1,3,1
1708,T9540837,1,17,1,3,1
1709,R7915896,0,23,2,3,1
1710,X7982333,1,19,1,2,1
1711,]7460292,0,18,3,2,1
1712,Z6845927,1,24,3,1,2
1713,E7423545,1,22,3,2,1
1714,[8162080,0,22,1,1,2
1715,_7058923,1,19,2,2,1
1716,M7257681,1,15,2,1,2
1717,\7279427,1,21,1,2,2
1718,X6542928,0,16,1,1,2
1719,O8546511,0,23,1,1,1
1720,Y8595129,1,18,1,2,2
1721,[7727269,1,24,3,1,2
1722,[829647,1,25,1,2,1
1723,T6179393,0,21,3,2,1
1724,C8745845,1,15,1,3,2
1725,?6244704,1,16,2,2,1
1726,R643388,0,16,2,3,1
1727,B6830930,1,17,3,3,1
1728,>772589,0,22,2,3,2
1729,D6462484,0,22,1,1,1
1730,Z8686063,1,24,2,1,2
1731,H6414798,1,19,1,3,2
1732,J6016219,0,22,3,3,1
1733,K662281,0,25,3,1,1
1734,J8865412,0,16,2,2,1
1735,Z9011909,1,17,2,2,2
1736,N8246811,1,20,1,3,2
1737,S7698321,0,25,2,2,2
1738,>6121892,0,17,1,1,2
1739,G9348131,0,18,2,2,1
1740,Z8166991,0,22,2,1,1
1741,M9170250,0,22,3,3,2
1742,Z6269507,1,16,1,3,2
1743,Z6353597,0,16,1,1,1
1744,X932296,0,23,1,1,1
1745,A6396502,0,21,2,1,2
1746,>9178155,0,21,3,2,2
1747,F6848550,1,24,2,1,2
1748,E7382437,1,22,1,3,2
1749,X8214342,1,17,2,2,2
1750,E7292194,0,25,3,1,1
1751,G9452052,1,19,1,2,1
1752,X6928799,1,17,3,3,1
1753,G7420727,1,16,2,1,1
1754,M8598503,0,25,3,2,1
1755,B6993362,1,25,3,3,2
1756,V667714,0,22,1,2,2
1757,K7693320,1,15,2,2,2
1758,P7720996,0,24,2,1,2
1759,U9425307,1,24,2,1,1
1760,R6253313,0,23,3,1,2
1761,I6469814,0,16,1,1,1
1762,K7654524,1,21,3,3,1
1763,P9090965,1,18,2,3,1
1764,<7985802,0,16,1,1,2
1765,Z6833936,1,18,1,3,2
1766,K8697120,0,17,1,3,1
1767,F7985651,0,18,3,2,1
1768,Y7940425,0,23,1,1,1
1769,\6649361,1,21,2,1,1
1770,P9090485,1,16,3,3,2
1771,B8373094,1,16,3,1,2
1772,R9468127,0,17,2,1,2
1773,W7357700,1,23,3,1,2
1774,X6145002,1,20,1,1,2
1775,?7876546,1,18,2,2,1
1776,I9275175,0,24,3,2,2
1777,L8718448,1,19,2,3,2
1778,R7596782,0,20,1,3,1
1779,^9052403,0,24,1,2,1
1780,<9131804,1,25,2,1,1
1781,B8814576,0,23,1,1,2
1782,Z7827282,1,18,3,2,2
1783,C9380421,1,24,1,1,2
1784,M766709,1,20,1,3,1
1785,E6477203,0,17,2,3,2
1786,Z8565119,1,19,1,1,2
1787,X7364677,0,21,3,1,1
1788,U6666746,1,25,1,3,1
1789,>9496306,1,23,2,3,2
1790,T7695335,0,19,3,1,1
1791,N6831510,1,22,2,3,2
1792,L7624401,1,16,1,2,2
1793,V7683103,1,16,1,2,1
1794,G615960,1,21,1,3,1
1795,T8740968,1,17,2,2,2
1796,G8117039,1,20,1,1,1
1797,K7733629,0,25,1,3,1
1798,?9225260,1,23,1,1,2
1799,T9189507,0,23,3,2,2
1800,C8066603,1,22,3,1,1
1801,N688975,0,23,3,3,2
1802,Y7131928,1,18,2,3,1
1803,B9378984,1,16,3,2,1
1804,\8386290,0,17,1,3,1
1805,V77348,1,19,2,2,1
1806,Z6255605,0,17,3,2,2
1807,T6058180,1,18,1,3,2
1808,>7683030,0,17,2,1,2
1809,=7182225,0,15,2,1,1
1810,=8837028,1,23,1,2,2
1811,J949775,1,23,1,3,2
1812,@9444781,0,17,2,2,1
1813,X7778549,1,20,2,3,2
1814,_7971096,0,20,1,1,2
1815,W7654155,0,16,2,1,2
1816,Y6999893,0,15,2,1,1
1817,D6469608,1,23,2,2,2
1818,L8224932,0,18,3,3,2
1819,V6577814,0,23,2,1,2
1820,]8595897,1,19,3,3,1
1821,O6859393,0,21,1,3,1
1822,=7596286,1,16,3,3,2
1823,P9260656,1,24,2,2,1
1824,S8160847,0,15,1,3,2
1825,W7593823,0,24,3,2,2
1826,N7466640,1,24,3,3,2
1827,]6782043,0,15,1,1,2
