userid,gender,age,consumption level,shopping level, occupation level,ad1,ad2,ad3,ad4,ad5,CTR VALUE
813,0,20,1,3,1,1,0,1,1,0,3
814,0,23,3,3,2,1,0,0,1,0,2
815,0,16,1,3,1,0,1,0,1,1,3
816,0,15,3,1,2,0,1,0,1,1,3
817,0,18,3,1,2,0,0,0,0,1,1
818,1,15,2,2,1,1,0,1,0,1,3
819,1,16,2,1,1,1,1,0,0,1,3
820,0,19,3,1,2,0,1,0,1,0,2
821,0,21,2,3,2,1,1,1,1,0,4
822,0,17,2,2,1,1,1,1,0,1,4
823,1,17,3,1,1,0,1,1,0,1,3
824,1,16,2,1,1,1,1,0,0,1,3
825,1,23,3,1,1,1,0,0,1,1,3
826,0,23,1,2,2,0,0,0,1,1,2
827,0,25,2,3,1,0,0,1,0,0,1
828,1,20,2,1,1,1,0,0,1,1,3
829,0,20,1,2,2,0,1,1,0,1,3
830,1,16,1,2,2,1,0,1,1,1,4
831,1,17,3,2,1,0,0,0,1,1,2
832,0,24,3,3,2,1,0,0,1,0,2
833,0,21,3,1,1,1,0,1,0,0,2
834,0,22,3,2,2,0,1,1,1,0,3
835,0,22,2,2,2,1,0,1,0,0,2
836,0,24,3,1,1,1,0,1,0,0,2
837,1,23,2,3,2,1,0,1,0,0,2
838,0,20,2,2,2,1,0,0,0,1,2
839,0,18,3,1,1,1,0,0,0,0,1
840,1,23,2,1,1,1,0,0,0,0,1
841,1,20,1,1,1,1,0,0,0,0,1
842,1,23,2,2,1,0,0,0,1,1,2
843,1,25,1,2,2,0,1,0,1,1,3
844,1,24,3,3,1,1,1,0,1,0,3
845,0,16,3,3,2,1,1,0,1,1,4
846,1,25,2,1,1,1,0,1,1,1,4
847,0,25,2,2,2,0,0,1,1,1,3
848,1,15,3,3,1,1,1,0,0,1,3
849,1,22,1,2,1,1,0,0,1,1,3
850,1,18,2,2,2,0,1,1,0,1,3
851,1,20,3,3,2,0,0,0,0,0,0
852,1,16,2,2,1,1,1,1,1,1,5
853,0,15,3,2,1,0,0,1,1,1,3
854,1,16,1,1,1,0,1,1,1,0,3
855,0,21,1,2,1,0,1,0,1,0,2
856,1,18,3,2,1,0,1,0,0,1,2
857,0,25,1,1,2,0,0,1,0,0,1
858,0,19,3,3,1,1,1,0,0,1,3
859,1,21,3,2,2,0,0,1,1,1,3
860,0,24,2,2,1,0,1,0,0,1,2
861,1,25,3,2,2,0,0,1,0,0,1
862,1,23,2,3,1,1,1,1,0,1,4
863,0,15,2,2,2,1,1,1,1,0,4
864,1,17,1,2,2,0,1,1,1,0,3
865,1,15,2,3,2,1,0,1,1,0,3
866,0,24,1,2,1,0,1,0,0,0,1
867,0,15,3,3,1,0,1,1,1,1,4
868,0,15,1,3,2,0,1,1,1,1,4
869,0,16,1,1,1,1,1,1,0,1,4
870,0,17,1,1,2,0,1,1,0,1,3
871,1,21,3,1,2,1,0,0,0,1,2
872,0,25,2,3,2,0,0,0,0,1,1
873,1,19,2,2,1,0,0,1,0,1,2
874,1,25,1,1,2,0,1,1,1,1,4
875,1,22,2,3,1,1,1,0,0,1,3
876,1,25,3,1,1,1,0,1,1,0,3
877,0,15,1,2,2,0,0,0,0,0,0
878,0,22,1,3,2,0,1,1,0,1,3
879,1,19,2,1,1,1,0,1,0,0,2
880,1,24,1,3,1,1,1,1,0,1,4
881,0,21,2,3,1,1,0,0,1,0,2
882,1,19,3,1,2,0,0,0,0,0,0
883,1,23,3,1,2,1,1,0,0,1,3
884,1,18,2,1,2,0,0,0,0,1,1
885,1,22,2,1,1,1,1,0,1,1,4
886,1,16,3,3,2,1,1,1,0,1,4
887,0,20,2,1,2,0,1,0,1,0,2
888,0,15,2,2,2,0,1,1,0,1,3
889,1,17,1,2,2,1,0,0,0,1,2
890,0,15,1,3,1,0,0,0,1,1,2
891,0,16,3,1,2,0,0,0,1,0,1
892,0,15,1,1,1,1,0,1,0,1,3
893,1,17,3,1,2,0,1,0,0,0,1
894,0,20,3,2,1,0,0,0,0,1,1
895,1,23,1,1,2,0,1,1,0,0,2
896,0,25,1,3,1,0,0,1,1,0,2
897,1,24,2,1,2,1,1,0,1,0,3
898,1,18,1,1,2,1,0,1,0,1,3
899,1,24,1,2,2,0,1,0,0,0,1
900,1,18,2,1,1,1,1,1,0,0,3
901,0,17,3,2,1,1,0,1,1,0,3
902,1,17,2,3,1,1,1,1,1,0,4
903,1,22,3,3,2,0,0,1,0,1,2
904,1,15,1,2,2,0,0,1,0,0,1
905,0,25,3,3,1,1,1,1,1,0,4
906,1,21,2,2,2,1,1,1,0,0,3
907,0,24,1,3,2,1,0,0,0,0,1
908,0,23,2,1,2,1,0,1,1,1,4
909,1,23,3,3,2,0,0,1,0,0,1
910,1,15,2,3,1,0,0,1,0,0,1
911,0,25,1,1,2,1,0,1,1,1,4
912,0,23,1,3,1,1,0,1,0,1,3
913,0,21,1,1,2,1,0,0,0,0,1
914,1,22,1,2,2,0,0,0,1,0,1
915,1,23,1,2,1,1,1,1,0,1,4
916,1,17,1,2,2,1,0,1,1,1,4
917,0,23,3,3,2,1,0,1,0,0,2
918,1,22,2,2,1,1,0,0,1,1,3
919,1,19,1,2,1,1,1,0,0,1,3
920,1,22,3,3,2,0,1,0,0,1,2
921,1,24,2,2,2,0,0,0,0,0,0
922,0,25,3,2,1,0,0,1,0,1,2
923,1,19,1,2,1,1,0,0,0,0,1
924,0,20,3,1,1,0,1,1,0,1,3
925,1,22,2,1,1,1,1,1,1,0,4
926,0,16,3,3,1,0,0,0,1,1,2
927,0,17,2,1,1,0,0,0,0,1,1
928,1,18,2,2,2,0,1,0,1,0,2
929,1,20,1,1,2,1,0,0,0,1,2
930,1,19,2,2,1,0,1,0,0,0,1
931,1,15,3,1,1,1,0,0,1,0,2
932,1,17,3,1,2,1,0,0,1,1,3
933,1,18,3,2,2,1,0,0,1,0,2
934,1,22,3,3,2,0,0,0,1,1,2
935,0,22,2,2,1,1,0,1,1,0,3
936,0,25,3,2,2,0,0,1,1,1,3
937,0,22,2,1,1,0,1,0,0,0,1
938,1,20,1,3,2,0,1,1,1,1,4
939,0,22,1,3,2,1,1,1,1,1,5
940,0,20,3,1,1,1,0,0,0,0,1
941,1,17,2,2,1,1,0,1,1,0,3
942,0,24,1,1,2,0,0,1,0,1,2
943,1,18,1,3,1,1,1,0,1,1,4
944,0,20,3,1,2,0,1,0,0,0,1
945,1,18,3,2,2,0,1,0,1,0,2
946,0,17,3,1,1,1,0,0,0,1,2
947,0,24,2,1,2,0,1,1,1,1,4
948,1,23,2,3,1,0,0,0,0,1,1
949,0,18,3,2,2,0,1,1,0,1,3
950,0,22,1,1,2,0,1,0,0,0,1
951,0,25,3,3,1,0,1,1,0,1,3
952,1,19,1,2,2,0,0,1,0,0,1
953,1,17,1,3,1,0,1,0,0,0,1
954,1,24,3,1,2,1,0,1,1,1,4
955,0,25,2,2,2,0,0,0,0,1,1
956,0,23,2,3,2,0,1,0,1,0,2
957,1,18,3,3,2,1,1,0,0,0,2
958,0,19,1,2,2,0,1,0,1,0,2
959,1,25,2,1,1,1,1,1,0,1,4
960,0,24,3,3,1,0,1,1,1,0,3
961,0,15,3,2,2,1,0,0,1,1,3
962,0,22,2,3,2,1,1,1,1,1,5
963,0,23,3,1,1,1,1,0,0,0,2
964,1,23,2,1,2,0,1,1,1,0,3
965,1,20,2,1,2,1,0,1,0,0,2
966,0,20,3,3,1,0,1,1,1,1,4
967,1,19,1,2,2,0,0,0,1,1,2
968,1,20,3,1,2,1,1,0,1,0,3
969,1,21,3,1,2,0,1,0,0,0,1
970,0,18,3,3,2,0,1,1,1,0,3
971,1,25,1,3,2,1,0,1,0,0,2
972,1,21,2,1,1,1,0,1,1,0,3
973,0,22,2,2,2,1,0,0,0,0,1
974,1,20,2,1,2,1,0,1,1,0,3
975,1,15,3,3,1,0,0,0,0,1,1
976,1,24,1,1,1,1,0,1,1,0,3
977,1,23,2,2,1,1,0,0,0,1,2
978,1,21,1,2,2,0,1,1,0,0,2
979,0,16,1,2,1,1,1,1,0,1,4
980,0,18,2,2,2,1,1,1,0,1,4
981,0,18,2,1,2,0,0,0,0,1,1
982,1,23,1,1,2,0,0,1,0,1,2
983,1,24,1,1,1,0,1,0,0,1,2
984,0,17,2,2,2,1,1,1,1,0,4
985,0,17,2,1,1,1,1,0,0,0,2
986,0,23,3,2,2,1,1,1,0,1,4
987,1,18,2,2,1,1,1,0,0,1,3
988,0,16,2,1,1,1,0,0,0,0,1
989,1,23,3,3,1,0,1,1,0,0,2
990,0,23,3,3,2,0,1,1,0,0,2
991,0,15,2,1,2,1,1,0,0,0,2
992,1,25,1,3,1,0,0,0,0,1,1
993,0,20,3,2,2,0,1,1,0,1,3
994,1,25,3,2,1,1,0,1,0,1,3
995,1,16,2,3,2,0,0,1,0,1,2
996,0,23,3,1,1,1,1,0,1,1,4
997,0,24,1,1,2,1,0,1,0,0,2
998,1,25,3,2,1,1,1,0,1,0,3
999,1,19,1,2,1,1,1,1,0,0,3
1000,0,17,2,3,1,1,1,1,0,0,3
1001,0,21,2,3,2,1,0,0,1,1,3
1002,1,17,2,1,1,1,1,1,0,1,4
1003,1,19,1,1,1,1,0,1,1,1,4
1004,1,24,3,2,2,1,1,1,0,0,3
1005,0,17,2,1,2,0,0,0,1,0,1
1006,0,24,3,1,1,0,1,1,0,0,2
1007,1,18,1,2,1,1,0,1,0,1,3
1008,1,17,3,2,2,1,1,0,0,0,2
1009,1,23,2,2,1,1,0,1,1,0,3
1010,0,16,3,2,2,1,1,1,0,1,4
1011,1,15,3,3,1,0,0,0,0,0,0
1012,1,19,1,1,2,0,0,0,0,1,1
1013,0,20,3,2,2,1,1,0,0,0,2
1014,0,23,2,2,1,0,1,1,0,1,3
1015,1,19,1,1,2,0,0,1,1,1,3
1016,0,18,1,1,1,1,1,1,0,0,3
1017,1,22,1,3,1,0,1,0,1,1,3
1018,1,19,3,1,2,1,1,1,0,0,3
1019,0,18,1,2,2,1,1,0,1,1,4
1020,0,22,2,2,2,1,1,0,0,0,2
1021,0,20,2,1,1,0,0,1,0,0,1
1022,0,24,3,1,1,0,1,0,1,1,3
1023,0,15,2,2,2,0,0,1,1,0,2
1024,1,19,1,3,2,0,1,1,1,1,4
1025,1,16,1,2,2,0,1,1,1,1,4
1026,0,23,3,3,2,0,1,0,0,0,1
1027,0,17,2,3,1,1,0,1,1,0,3
1028,0,17,2,2,2,1,1,0,0,1,3
1029,0,15,2,2,2,0,0,1,0,1,2
1030,0,16,3,2,2,0,1,0,0,1,2
1031,0,21,2,3,1,0,0,0,1,0,1
1032,1,17,2,2,2,0,0,1,0,1,2
1033,1,19,3,3,1,1,0,0,1,1,3
1034,1,15,2,2,1,0,1,1,1,0,3
1035,1,15,3,2,2,1,1,0,0,1,3
1036,1,20,1,1,2,0,0,1,0,1,2
1037,0,22,3,2,2,1,0,1,0,0,2
1038,0,16,3,2,1,0,0,0,1,1,2
1039,0,17,3,2,2,1,1,1,0,0,3
1040,0,23,1,2,2,0,1,1,1,0,3
1041,1,25,2,2,2,1,0,1,0,1,3
1042,1,22,2,2,1,0,0,0,1,1,2
1043,1,20,3,1,2,1,1,0,0,1,3
1044,1,24,2,2,1,0,0,1,0,1,2
1045,0,21,2,1,2,0,1,0,0,1,2
1046,0,18,2,2,1,0,0,1,1,1,3
1047,0,17,2,2,2,1,0,0,0,1,2
1048,0,25,2,2,1,0,0,0,1,0,1
1049,1,19,1,3,2,1,1,0,0,1,3
1050,1,22,3,2,1,1,0,0,1,0,2
1051,0,15,2,1,2,0,0,1,1,1,3
1052,1,23,1,1,2,0,1,0,1,0,2
1053,0,15,1,1,2,0,1,1,0,0,2
1054,0,25,2,1,1,1,0,0,0,1,2
1055,0,18,2,1,1,1,0,1,0,0,2
1056,0,23,3,1,1,1,0,0,0,1,2
1057,1,23,3,3,2,1,0,1,1,1,4
1058,1,18,3,3,2,0,0,0,1,0,1
1059,0,17,1,2,2,0,0,1,1,0,2
1060,1,19,1,3,1,0,0,1,0,0,1
1061,0,19,1,3,1,1,1,1,0,0,3
1062,1,25,3,3,2,0,1,0,1,1,3
1063,0,17,2,3,1,1,1,1,0,0,3
1064,1,15,1,1,2,0,1,1,0,0,2
1065,0,18,2,3,2,1,1,0,0,1,3
1066,1,23,3,1,1,1,0,1,0,1,3
1067,1,22,3,2,1,0,1,1,1,1,4
1068,1,20,2,3,1,0,1,0,0,0,1
1069,0,20,1,1,2,1,1,1,0,0,3
1070,1,15,2,3,2,0,1,0,0,1,2
1071,0,16,3,1,2,1,0,1,1,0,3
1072,0,24,3,3,1,1,0,1,0,0,2
1073,0,18,2,1,1,0,0,0,0,1,1
1074,0,17,1,1,2,0,1,0,0,0,1
1075,0,20,2,1,1,1,0,0,0,1,2
1076,0,21,2,3,2,1,0,0,0,0,1
1077,1,16,3,2,2,0,1,1,0,1,3
1078,0,19,1,2,2,1,0,0,1,1,3
1079,1,16,2,1,2,0,0,1,0,1,2
1080,0,15,1,3,1,1,0,1,0,0,2
1081,1,15,2,2,2,0,0,0,0,1,1
1082,1,23,1,2,1,1,1,0,1,0,3
1083,0,21,2,1,1,1,0,0,0,0,1
1084,1,15,2,2,2,1,0,0,1,0,2
1085,1,20,3,3,2,0,1,0,1,1,3
1086,1,21,2,1,1,0,0,1,1,1,3
1087,1,19,3,1,2,0,0,1,1,0,2
1088,0,17,2,3,2,0,0,0,0,1,1
1089,1,22,2,3,2,1,1,1,1,1,5
1090,1,20,3,3,2,1,1,0,1,0,3
1091,1,17,3,2,1,1,1,1,0,0,3
1092,1,22,1,1,1,1,0,0,0,0,1
1093,0,25,3,1,2,0,1,0,0,1,2
1094,1,18,3,3,1,1,0,0,1,0,2
1095,1,24,1,1,2,1,0,0,0,1,2
1096,0,16,2,3,2,0,1,1,0,1,3
1097,0,19,3,1,2,0,0,1,1,0,2
1098,0,24,3,2,1,1,1,1,0,1,4
1099,1,25,2,2,2,0,0,1,1,0,2
1100,0,18,1,1,1,0,1,1,0,0,2
1101,1,22,2,2,2,1,1,1,1,0,4
1102,1,16,1,3,2,0,1,0,0,0,1
1103,0,25,1,3,1,0,0,0,0,0,0
1104,0,19,2,2,2,0,1,1,1,1,4
1105,1,15,1,2,2,1,0,0,0,0,1
1106,1,23,3,1,1,1,0,1,0,0,2
1107,1,20,1,1,2,1,0,0,1,1,3
1108,0,15,3,2,1,0,1,0,1,1,3
1109,1,24,3,2,1,0,0,1,0,1,2
1110,0,16,1,1,1,0,0,0,1,0,1
1111,1,17,1,3,2,1,1,0,1,1,4
1112,1,18,3,2,2,0,0,1,0,1,2
1113,0,22,2,2,1,0,1,0,0,0,1
1114,0,22,2,2,1,0,1,1,0,1,3
1115,1,20,3,3,1,1,1,0,1,1,4
1116,0,24,3,3,2,0,1,1,1,1,4
1117,0,23,1,1,2,0,1,1,1,1,4
1118,0,24,1,3,2,0,1,1,0,1,3
1119,1,22,1,3,1,1,0,1,0,1,3
1120,0,22,1,1,1,1,0,0,0,1,2
1121,1,24,2,3,1,0,1,1,1,0,3
1122,1,17,1,2,1,1,1,1,1,0,4
1123,0,22,3,3,2,1,0,0,0,1,2
1124,1,25,1,2,1,0,1,1,1,1,4
1125,1,24,3,1,2,1,1,0,0,0,2
1126,1,22,2,1,1,0,1,1,1,1,4
1127,0,19,1,2,1,1,1,1,1,1,5
1128,0,20,2,1,1,1,0,0,1,1,3
1129,1,15,2,3,2,0,0,1,0,0,1
1130,0,20,3,2,1,0,0,1,0,1,2
1131,1,23,2,3,1,1,1,1,1,1,5
1132,0,23,3,1,2,0,0,0,0,1,1
1133,1,25,3,3,2,0,1,1,0,1,3
1134,1,20,2,3,2,0,0,1,0,1,2
1135,0,23,2,2,2,1,1,0,0,1,3
1136,0,15,2,3,2,1,1,0,1,0,3
1137,1,20,1,3,1,0,0,0,1,0,1
1138,1,22,2,3,1,1,0,1,1,0,3
1139,1,21,1,1,1,1,1,1,0,1,4
1140,0,15,3,1,2,1,1,0,0,1,3
1141,1,17,1,1,1,1,0,0,1,1,3
1142,1,19,1,1,2,1,1,0,0,1,3
1143,1,22,3,2,2,0,0,0,1,0,1
1144,1,19,1,1,1,1,0,0,1,0,2
1145,1,25,1,2,1,1,0,0,1,1,3
1146,0,17,2,3,2,1,0,0,1,1,3
1147,1,25,1,3,1,0,1,1,0,0,2
1148,1,21,2,3,1,1,0,0,0,1,2
1149,1,25,2,1,1,0,1,0,1,0,2
1150,1,20,2,2,1,0,1,1,1,1,4
1151,1,23,1,2,2,0,0,0,0,0,0
1152,0,15,3,1,1,0,1,0,1,0,2
1153,0,16,1,3,2,1,1,0,1,1,4
1154,0,24,3,1,1,1,1,1,0,1,4
1155,1,23,3,2,2,0,0,0,1,1,2
1156,1,16,2,2,2,0,1,0,0,1,2
1157,1,17,3,1,1,0,0,0,0,0,0
1158,1,16,1,2,1,0,1,0,0,0,1
1159,0,15,2,2,2,1,1,0,1,1,4
1160,1,22,1,1,1,0,1,0,1,1,3
1161,0,19,3,2,2,0,0,0,1,1,2
1162,1,19,2,3,2,1,0,1,0,0,2
1163,0,15,2,1,2,0,1,0,0,1,2
1164,1,25,3,1,1,0,1,1,0,1,3
1165,0,22,2,3,2,1,0,1,1,0,3
1166,1,21,2,1,2,0,1,1,0,1,3
1167,1,24,2,3,1,0,0,1,0,1,2
1168,0,24,2,1,2,1,1,1,1,1,5
1169,0,20,3,3,1,1,1,0,1,1,4
1170,1,20,3,2,2,0,0,0,0,1,1
1171,0,20,1,2,1,0,1,0,0,0,1
1172,1,18,3,3,2,0,1,0,1,0,2
1173,0,17,1,1,2,0,1,1,0,0,2
1174,1,25,2,3,2,0,1,0,0,1,2
1175,1,25,1,1,1,1,1,1,1,1,5
1176,1,17,1,3,2,0,0,0,1,0,1
1177,1,20,3,1,1,0,1,0,1,0,2
1178,1,15,1,3,1,0,1,0,0,0,1
1179,0,21,3,3,2,0,0,0,0,1,1
1180,1,20,2,1,1,1,1,1,1,1,5
1181,1,22,2,1,2,1,0,0,0,0,1
1182,0,19,2,1,2,1,1,1,1,0,4
1183,1,17,1,1,2,0,0,1,0,0,1
1184,0,19,2,3,2,0,0,0,1,0,1
1185,0,19,3,1,2,1,0,1,0,1,3
1186,0,16,2,3,2,1,1,1,1,1,5
1187,1,18,2,2,2,1,0,0,1,0,2
1188,0,16,3,1,1,0,1,1,0,1,3
1189,1,22,2,1,1,0,1,1,1,1,4
1190,0,15,2,2,1,0,1,0,1,1,3
1191,0,25,2,1,2,1,1,0,0,0,2
1192,1,18,3,3,1,0,1,0,1,1,3
1193,0,15,1,2,2,1,1,0,0,0,2
1194,0,19,1,2,1,0,0,0,1,1,2
1195,0,15,1,3,1,0,0,0,0,1,1
1196,1,25,1,1,1,1,0,1,0,1,3
1197,0,21,2,3,1,1,1,1,1,1,5
1198,0,20,1,2,2,1,0,1,0,1,3
1199,1,17,1,3,2,1,1,0,1,0,3
1200,1,24,2,3,2,1,1,1,0,0,3
1201,0,22,2,2,2,0,1,0,0,0,1
1202,0,24,3,2,1,0,1,1,1,0,3
1203,0,25,2,1,2,1,1,0,1,1,4
1204,1,19,3,1,1,1,1,1,0,0,3
1205,0,19,3,3,1,0,1,0,1,1,3
1206,1,16,3,1,2,0,1,1,1,0,3
1207,1,25,2,1,2,0,0,0,1,1,2
1208,1,23,3,2,2,1,0,0,1,0,2
1209,0,19,2,2,2,1,0,1,0,1,3
1210,1,22,1,3,2,0,1,0,1,0,2
1211,0,20,3,2,2,0,1,0,1,1,3
1212,0,20,2,1,1,0,0,1,0,1,2
1213,1,22,1,2,1,1,1,1,1,1,5
1214,1,19,1,1,2,1,0,0,0,1,2
1215,1,21,2,1,1,1,1,0,1,1,4
1216,0,19,1,2,2,1,0,1,0,1,3
1217,1,18,2,2,1,1,0,0,0,0,1
1218,1,15,3,3,1,0,0,1,1,0,2
1219,1,21,3,1,1,1,0,1,1,0,3
1220,1,23,2,1,1,0,0,1,0,1,2
1221,1,17,2,2,2,0,0,0,0,0,0
1222,1,15,2,2,1,1,0,0,0,1,2
1223,1,16,1,3,2,1,0,0,1,1,3
1224,0,17,1,2,1,0,0,0,0,1,1
1225,1,25,3,2,1,1,0,1,0,1,3
1226,0,22,3,1,1,0,1,0,1,0,2
1227,0,17,1,1,2,1,1,0,1,0,3
1228,0,16,1,3,1,0,1,0,1,0,2
1229,1,18,2,1,1,1,0,1,0,1,3
1230,1,15,1,1,2,1,0,1,0,0,2
1231,1,18,3,3,2,0,0,1,0,1,2
1232,0,19,3,2,2,0,1,0,1,0,2
1233,1,19,2,2,1,0,0,0,1,1,2
1234,1,21,2,2,1,0,0,1,1,1,3
1235,1,18,2,1,2,1,1,1,1,0,4
1236,0,15,3,1,1,1,0,1,1,0,3
1237,0,15,1,2,2,0,1,1,1,0,3
1238,1,25,1,1,1,1,1,0,1,1,4
1239,1,18,2,3,2,1,0,1,1,1,4
1240,1,18,1,2,1,0,0,1,0,0,1
1241,1,25,3,1,2,0,0,0,0,1,1
1242,0,20,2,2,1,1,0,0,0,0,1
1243,0,21,3,3,2,0,0,1,0,0,1
1244,0,25,1,1,2,0,1,0,0,0,1
1245,0,19,2,1,1,0,1,1,1,1,4
1246,0,18,1,1,2,1,0,1,1,0,3
1247,1,21,2,3,1,1,0,0,1,0,2
1248,0,23,2,3,2,1,0,0,0,0,1
1249,1,18,3,2,1,1,1,1,1,0,4
1250,0,19,3,2,2,1,0,0,1,0,2
1251,0,25,1,3,1,0,0,0,0,0,0
1252,0,15,2,2,1,0,0,1,1,1,3
1253,0,20,3,1,2,1,1,0,1,0,3
1254,0,24,2,1,1,1,0,1,0,0,2
1255,0,15,1,3,1,1,1,0,1,1,4
1256,1,17,2,2,1,0,1,0,0,1,2
1257,0,17,1,3,1,1,1,1,1,1,5
1258,0,16,2,2,1,0,1,0,1,1,3
1259,1,22,2,3,1,1,0,1,0,1,3
1260,0,18,2,3,1,0,0,1,1,0,2
1261,0,21,1,1,1,1,1,0,1,1,4
1262,1,24,3,1,2,0,1,0,0,1,2
1263,1,20,3,3,1,1,0,0,1,1,3
1264,1,21,3,3,2,0,1,1,1,0,3
1265,1,25,2,3,2,0,0,1,1,0,2
1266,0,17,1,1,1,1,0,0,1,1,3
1267,0,22,2,1,2,1,0,1,0,1,3
1268,0,20,1,3,1,1,1,0,1,0,3
1269,0,24,3,2,2,1,0,1,0,1,3
1270,0,19,1,3,2,0,1,1,1,1,4
1271,0,21,2,1,1,0,0,0,1,0,1
1272,1,15,3,3,1,0,1,1,1,0,3
1273,1,24,3,2,1,0,0,1,0,1,2
1274,1,20,1,2,2,1,1,1,1,0,4
1275,0,22,1,1,1,1,1,0,1,0,3
1276,0,20,2,1,1,0,1,0,1,1,3
1277,0,24,2,2,2,1,0,1,0,0,2
1278,0,17,2,3,1,1,1,1,0,1,4
1279,1,21,2,2,2,0,0,0,1,0,1
1280,1,15,1,2,2,0,0,1,1,1,3
1281,0,20,2,1,1,0,0,1,0,0,1
1282,1,16,2,1,1,0,0,0,0,0,0
1283,1,25,2,2,2,1,1,1,1,1,5
1284,1,24,3,3,2,1,0,0,1,1,3
1285,0,23,1,1,1,0,1,0,1,0,2
1286,1,22,1,2,2,0,1,0,1,0,2
1287,1,24,2,2,2,0,0,1,1,0,2
1288,0,22,2,2,2,1,1,1,0,1,4
1289,1,24,2,3,2,0,0,1,0,0,1
1290,1,17,2,3,2,1,1,0,0,0,2
1291,1,21,3,2,2,0,1,0,0,0,1
1292,1,22,1,1,1,1,1,1,1,0,4
1293,1,16,1,1,1,1,1,0,1,1,4
1294,0,24,3,2,1,1,0,0,1,1,3
1295,0,21,2,3,1,1,1,0,1,1,4
1296,0,20,1,1,1,0,1,0,1,1,3
1297,1,18,1,1,2,0,1,1,1,1,4
1298,0,22,3,1,1,0,1,0,1,0,2
1299,1,24,2,1,1,0,1,1,1,1,4
1300,0,25,1,3,2,0,0,0,0,0,0
1301,0,23,3,3,2,1,0,1,1,1,4
1302,0,21,1,1,2,0,0,0,0,0,0
1303,1,16,2,1,1,1,1,1,0,1,4
1304,1,17,3,2,2,0,0,0,1,0,1
1305,0,20,1,2,2,1,0,0,0,1,2
1306,1,24,2,2,2,1,0,1,1,0,3
1307,0,19,1,2,2,1,1,0,1,1,4
1308,1,17,3,2,1,1,1,1,0,1,4
1309,0,24,2,1,2,0,0,0,1,0,1
1310,1,25,2,1,1,1,1,1,0,1,4
1311,0,19,3,1,2,0,0,1,1,1,3
1312,0,20,2,3,2,0,1,0,0,1,2
1313,0,17,3,1,2,1,0,0,1,1,3
1314,1,16,1,1,1,1,0,0,1,0,2
1315,1,20,1,2,2,0,0,0,1,0,1
1316,0,21,2,1,1,1,0,1,1,0,3
1317,1,24,1,1,2,0,1,0,1,0,2
1318,0,15,2,3,2,0,0,1,0,1,2
1319,1,21,2,2,2,0,0,1,0,1,2
1320,0,17,3,3,2,0,0,0,1,1,2
1321,1,18,1,3,2,0,0,1,0,0,1
1322,1,15,3,1,1,1,0,0,1,0,2
1323,1,19,1,3,2,0,0,0,1,0,1
1324,1,17,1,1,1,0,0,1,0,0,1
1325,1,20,2,3,1,0,1,1,0,0,2
1326,1,22,3,1,1,1,1,1,0,0,3
1327,1,24,2,2,2,0,1,1,1,1,4
1328,0,24,1,3,1,0,1,0,1,0,2
1329,1,24,3,1,2,0,1,1,1,1,4
1330,0,24,3,3,1,1,1,1,1,1,5
1331,1,23,3,1,1,0,1,0,1,0,2
1332,1,16,1,3,2,0,0,1,1,0,2
1333,0,24,1,1,2,0,0,0,0,0,0
1334,0,24,3,3,1,0,0,1,1,0,2
1335,0,24,1,1,1,1,1,1,0,0,3
1336,0,19,2,2,2,1,1,1,1,1,5
1337,1,21,1,3,2,1,0,1,0,1,3
1338,0,24,1,1,2,0,0,0,0,1,1
1339,0,20,2,1,2,0,1,1,0,0,2
1340,1,22,1,2,2,0,1,1,0,1,3
1341,0,23,2,3,1,0,1,1,0,1,3
1342,1,24,3,2,2,1,0,0,1,1,3
1343,0,18,1,1,2,1,1,0,1,1,4
1344,0,20,1,3,2,0,0,1,1,1,3
1345,1,21,2,3,2,0,0,1,1,0,2
1346,1,21,1,3,1,0,1,0,1,1,3
1347,1,19,2,2,1,0,1,0,0,1,2
1348,1,22,3,3,2,0,0,0,0,0,0
1349,0,23,1,2,2,1,1,1,1,1,5
1350,0,15,1,1,1,1,0,0,1,1,3
1351,1,23,1,3,2,0,0,1,1,1,3
1352,1,15,3,3,2,1,0,1,0,0,2
1353,1,16,1,3,1,0,1,1,0,0,2
1354,0,22,2,2,1,0,0,1,0,1,2
1355,1,19,3,2,2,1,1,1,0,1,4
1356,0,18,2,2,1,1,0,0,0,0,1
1357,0,21,3,2,1,0,1,0,0,1,2
1358,1,25,3,3,1,0,0,0,0,0,0
1359,1,17,2,3,1,1,0,0,0,0,1
1360,0,16,2,2,1,0,1,0,0,1,2
1361,0,21,1,3,1,0,1,1,1,1,4
1362,1,19,3,3,2,1,1,0,0,1,3
1363,0,17,2,3,2,1,1,0,0,0,2
1364,1,22,1,1,1,0,0,1,1,1,3
1365,0,23,2,3,1,1,1,0,1,0,3
1366,1,15,1,3,1,0,1,0,0,1,2
1367,1,22,3,2,2,0,1,0,0,0,1
1368,1,22,1,3,1,1,1,1,1,1,5
1369,0,24,3,2,2,1,0,0,1,0,2
1370,1,19,3,1,2,0,1,1,0,0,2
1371,0,17,3,1,1,1,1,0,1,1,4
1372,0,23,1,2,2,1,0,0,1,1,3
1373,1,18,1,2,2,1,0,0,1,0,2
1374,0,23,3,3,1,0,0,1,1,0,2
1375,1,18,3,2,1,1,1,1,0,1,4
1376,1,20,1,2,2,1,0,1,0,0,2
1377,1,21,2,3,1,1,1,1,1,1,5
